Age,Gender,Education,Skills,Interests,Job_Title,Industry,Salary_Range,Growth_Rate
24,Other,PhD,"Communication, Python, Data Analysis",Art,Data Scientist,Tech,$90k–$140k,0.08
29,Female,Bachelor’s,"Python, Design, Java","Healthcare, Education",Software Engineer,Tech,$80k–$120k,0.07
26,Other,Master’s,"Java, Design",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
31,Female,Bachelor’s,"Management, Data Analysis, Python","Art, Technology",Graphic Designer,Creative,$40k–$60k,0.03
49,Other,Master’s,"Java, Communication","Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
41,Female,Master’s,"Management, Data Analysis, Design","Finance, Healthcare, Art",Software Engineer,Tech,$80k–$120k,0.07
52,Male,Master’s,"Design, Data Analysis","Technology, Healthcare, Education",Data Scientist,Tech,$90k–$140k,0.08
27,Other,High School,"Communication, Management, Java","Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
44,Female,PhD,"Java, Management, Python","Healthcare, Art, Technology",Software Engineer,Tech,$80k–$120k,0.07
52,Female,PhD,"Design, Python, Communication","Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
45,Other,High School,"Java, Design, Python",Finance,Data Scientist,Tech,$90k–$140k,0.08
29,Other,High School,"Data Analysis, Java","Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
41,Other,PhD,"Java, Communication","Technology, Art, Education",Software Engineer,Tech,$80k–$120k,0.07
21,Other,Master’s,"Python, Communication, Management","Technology, Art",Data Scientist,Tech,$90k–$140k,0.08
29,Female,Master’s,"Data Analysis, Python, Communication",Art,Graphic Designer,Creative,$40k–$60k,0.03
55,Female,PhD,"Communication, Management","Education, Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
47,Other,Master’s,"Design, Communication","Finance, Education",Software Engineer,Tech,$80k–$120k,0.07
54,Male,Master’s,"Management, Python","Technology, Education, Finance",Data Scientist,Tech,$90k–$140k,0.08
19,Male,Master’s,"Management, Data Analysis, Communication, Python",Education,Graphic Designer,Creative,$40k–$60k,0.03
65,Female,Bachelor’s,"Communication, Python","Art, Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
40,Female,Bachelor’s,"Design, Java",Technology,Software Engineer,Tech,$80k–$120k,0.07
37,Other,High School,"Java, Management","Education, Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
33,Other,High School,"Python, Communication, Java, Management","Technology, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
25,Female,High School,"Communication, Java","Technology, Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
28,Other,High School,"Management, Data Analysis, Python","Finance, Healthcare, Technology",Data Scientist,Tech,$90k–$140k,0.08
46,Other,Bachelor’s,"Design, Communication, Java, Python","Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
44,Female,Bachelor’s,"Management, Java",Finance,Data Scientist,Tech,$90k–$140k,0.08
33,Male,PhD,"Java, Python, Data Analysis","Finance, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
45,Female,High School,"Management, Java, Data Analysis",Technology,Data Scientist,Tech,$90k–$140k,0.08
40,Female,Bachelor’s,"Data Analysis, Management","Technology, Education, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
29,Male,High School,"Management, Data Analysis, Communication, Java","Technology, Finance",Graphic Designer,Creative,$40k–$60k,0.03
30,Male,PhD,"Communication, Data Analysis, Python",Technology,Graphic Designer,Creative,$40k–$60k,0.03
64,Male,Bachelor’s,"Management, Design, Java, Python",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
24,Male,High School,"Communication, Python",Technology,Data Scientist,Tech,$90k–$140k,0.08
35,Male,Bachelor’s,"Python, Java","Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
18,Male,Bachelor’s,"Data Analysis, Management, Communication","Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
51,Other,PhD,"Design, Python, Data Analysis","Healthcare, Technology",Data Scientist,Tech,$90k–$140k,0.08
24,Female,Bachelor’s,"Python, Java, Data Analysis, Design","Healthcare, Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
57,Male,Bachelor’s,"Management, Design","Technology, Art, Finance",Graphic Designer,Creative,$40k–$60k,0.03
33,Male,PhD,"Data Analysis, Design, Management, Java","Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
63,Female,Bachelor’s,"Data Analysis, Python, Design",Technology,Graphic Designer,Creative,$40k–$60k,0.03
45,Other,PhD,"Python, Data Analysis, Design, Management","Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
33,Other,Master’s,"Communication, Design, Java","Finance, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
44,Female,High School,"Data Analysis, Java, Design","Art, Healthcare, Education",Graphic Designer,Creative,$40k–$60k,0.03
44,Other,Bachelor’s,"Design, Python","Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
59,Male,PhD,"Communication, Design, Java, Python","Education, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
45,Female,PhD,"Python, Java, Design","Education, Art",Data Scientist,Tech,$90k–$140k,0.08
34,Female,Bachelor’s,"Design, Communication, Java, Python",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
54,Female,Master’s,"Design, Communication, Python",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
25,Male,Master’s,"Data Analysis, Communication, Management","Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
62,Other,PhD,"Data Analysis, Communication, Java",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
40,Male,High School,"Communication, Design, Java","Healthcare, Art, Technology",Graphic Designer,Creative,$40k–$60k,0.03
56,Male,PhD,"Communication, Management, Java","Finance, Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
55,Male,Bachelor’s,"Data Analysis, Design, Java, Communication","Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
64,Female,PhD,"Communication, Design, Management",Education,Data Scientist,Tech,$90k–$140k,0.08
64,Male,Bachelor’s,"Management, Java, Data Analysis, Design","Finance, Technology, Art",Data Scientist,Tech,$90k–$140k,0.08
30,Other,Bachelor’s,"Data Analysis, Communication, Java","Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
40,Male,Master’s,"Management, Data Analysis","Art, Finance",Data Scientist,Tech,$90k–$140k,0.08
61,Male,Bachelor’s,"Data Analysis, Python","Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
49,Other,High School,"Design, Java, Communication, Python","Healthcare, Art, Education",Data Scientist,Tech,$90k–$140k,0.08
43,Female,Bachelor’s,"Management, Java","Education, Finance, Art",Graphic Designer,Creative,$40k–$60k,0.03
32,Other,PhD,"Communication, Design","Healthcare, Finance",Data Scientist,Tech,$90k–$140k,0.08
65,Female,Master’s,"Python, Management, Java, Data Analysis","Education, Healthcare, Finance",Graphic Designer,Creative,$40k–$60k,0.03
58,Male,Master’s,"Design, Communication, Data Analysis, Python",Art,Data Scientist,Tech,$90k–$140k,0.08
63,Other,PhD,"Communication, Java",Education,Data Scientist,Tech,$90k–$140k,0.08
34,Other,Bachelor’s,"Design, Management, Communication, Python","Art, Technology, Finance",Data Scientist,Tech,$90k–$140k,0.08
65,Male,PhD,"Communication, Design",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
50,Male,PhD,"Python, Management",Finance,Graphic Designer,Creative,$40k–$60k,0.03
31,Male,PhD,"Management, Data Analysis, Design, Python","Education, Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
52,Other,Master’s,"Java, Management","Technology, Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
48,Female,PhD,"Management, Java","Healthcare, Technology, Education",Data Scientist,Tech,$90k–$140k,0.08
63,Female,High School,"Management, Java, Communication",Education,Software Engineer,Tech,$80k–$120k,0.07
20,Other,Bachelor’s,"Management, Data Analysis, Python, Java","Technology, Healthcare, Education",Data Scientist,Tech,$90k–$140k,0.08
23,Male,High School,"Design, Communication, Java, Management",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
58,Male,High School,"Python, Communication","Art, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
37,Female,Bachelor’s,"Python, Data Analysis, Management","Healthcare, Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
34,Female,High School,"Python, Management, Data Analysis",Finance,Software Engineer,Tech,$80k–$120k,0.07
42,Other,Master’s,"Design, Data Analysis",Finance,Software Engineer,Tech,$80k–$120k,0.07
59,Female,Bachelor’s,"Design, Python, Data Analysis, Java","Art, Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
25,Female,Master’s,"Communication, Management","Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
38,Other,Master’s,"Communication, Design, Java","Education, Art, Technology",Data Scientist,Tech,$90k–$140k,0.08
54,Female,PhD,"Design, Communication","Technology, Education, Art",Data Scientist,Tech,$90k–$140k,0.08
30,Female,PhD,"Data Analysis, Python","Healthcare, Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
23,Male,Master’s,"Communication, Java, Management",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
29,Other,Bachelor’s,"Communication, Java",Technology,Graphic Designer,Creative,$40k–$60k,0.03
32,Other,PhD,"Java, Python",Finance,Data Scientist,Tech,$90k–$140k,0.08
19,Male,Master’s,"Communication, Java, Management, Data Analysis","Healthcare, Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
54,Male,High School,"Data Analysis, Python","Finance, Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
57,Male,High School,"Design, Data Analysis",Art,Software Engineer,Tech,$80k–$120k,0.07
35,Other,Bachelor’s,"Python, Data Analysis, Java",Finance,Software Engineer,Tech,$80k–$120k,0.07
42,Other,Master’s,"Data Analysis, Communication, Design, Python","Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
29,Female,Bachelor’s,"Design, Data Analysis",Education,Data Scientist,Tech,$90k–$140k,0.08
53,Female,Bachelor’s,"Management, Java, Communication, Data Analysis","Technology, Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
37,Female,High School,"Communication, Python, Data Analysis, Java",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
56,Other,Master’s,"Communication, Python, Java, Management","Finance, Healthcare, Education",Graphic Designer,Creative,$40k–$60k,0.03
49,Male,Master’s,"Management, Java, Python",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
19,Male,Bachelor’s,"Design, Management, Python, Communication","Art, Education",Software Engineer,Tech,$80k–$120k,0.07
35,Other,Bachelor’s,"Java, Data Analysis, Communication, Design",Education,Data Scientist,Tech,$90k–$140k,0.08
34,Female,Master’s,"Design, Data Analysis",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
43,Female,Bachelor’s,"Management, Java, Python, Data Analysis",Finance,Software Engineer,Tech,$80k–$120k,0.07
26,Female,Master’s,"Management, Data Analysis, Python, Design","Education, Finance, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
26,Male,Master’s,"Communication, Design",Finance,Data Scientist,Tech,$90k–$140k,0.08
63,Male,PhD,"Management, Data Analysis, Java, Design","Education, Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
26,Female,PhD,"Java, Data Analysis, Design, Management",Finance,Software Engineer,Tech,$80k–$120k,0.07
54,Other,High School,"Management, Java, Communication","Art, Finance",Data Scientist,Tech,$90k–$140k,0.08
58,Other,Master’s,"Data Analysis, Java, Communication, Python",Art,Graphic Designer,Creative,$40k–$60k,0.03
26,Female,Master’s,"Python, Java","Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
53,Female,Master’s,"Communication, Design, Java","Technology, Art, Finance",Graphic Designer,Creative,$40k–$60k,0.03
56,Male,Master’s,"Design, Communication","Education, Art, Finance",Data Scientist,Tech,$90k–$140k,0.08
44,Other,PhD,"Java, Communication, Data Analysis",Technology,Data Scientist,Tech,$90k–$140k,0.08
41,Other,Bachelor’s,"Communication, Java, Design",Education,Software Engineer,Tech,$80k–$120k,0.07
58,Female,High School,"Management, Data Analysis, Design, Python","Finance, Healthcare, Technology",Data Scientist,Tech,$90k–$140k,0.08
44,Female,PhD,"Data Analysis, Python","Finance, Education",Software Engineer,Tech,$80k–$120k,0.07
54,Female,PhD,"Python, Communication","Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
65,Other,PhD,"Communication, Python",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
43,Other,Master’s,"Python, Design","Technology, Finance",Graphic Designer,Creative,$40k–$60k,0.03
65,Other,High School,"Data Analysis, Java, Python, Management","Healthcare, Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
58,Female,Master’s,"Design, Java, Management","Healthcare, Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
49,Other,Master’s,"Design, Management","Finance, Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
65,Male,PhD,"Data Analysis, Python, Java, Design","Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
56,Male,High School,"Java, Communication, Python, Management",Technology,Graphic Designer,Creative,$40k–$60k,0.03
32,Female,Bachelor’s,"Java, Python, Management, Communication","Art, Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
54,Male,Master’s,"Communication, Java","Finance, Education",Graphic Designer,Creative,$40k–$60k,0.03
60,Female,Bachelor’s,"Python, Data Analysis, Java","Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
61,Male,Master’s,"Data Analysis, Management, Python","Finance, Art, Technology",Graphic Designer,Creative,$40k–$60k,0.03
37,Female,High School,"Management, Python, Java, Design","Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
61,Female,High School,"Data Analysis, Java, Python, Management","Healthcare, Technology, Finance",Graphic Designer,Creative,$40k–$60k,0.03
25,Female,PhD,"Management, Data Analysis, Design, Python","Technology, Art, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
55,Other,High School,"Data Analysis, Java, Management","Art, Education",Graphic Designer,Creative,$40k–$60k,0.03
23,Male,PhD,"Python, Data Analysis, Management, Java",Education,Software Engineer,Tech,$80k–$120k,0.07
61,Male,Master’s,"Management, Design, Python, Communication","Technology, Art, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
57,Female,High School,"Java, Management",Finance,Graphic Designer,Creative,$40k–$60k,0.03
19,Female,High School,"Design, Python, Communication","Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
36,Other,Bachelor’s,"Communication, Java",Art,Data Scientist,Tech,$90k–$140k,0.08
27,Female,Master’s,"Communication, Python, Data Analysis","Technology, Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
46,Female,PhD,"Java, Python, Communication","Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
51,Other,High School,"Management, Data Analysis, Communication",Education,Data Scientist,Tech,$90k–$140k,0.08
23,Other,Master’s,"Python, Management, Data Analysis","Finance, Education",Data Scientist,Tech,$90k–$140k,0.08
61,Other,Master’s,"Communication, Data Analysis, Java","Art, Healthcare, Technology",Data Scientist,Tech,$90k–$140k,0.08
31,Female,Bachelor’s,"Python, Management, Java","Education, Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
18,Other,High School,"Communication, Management, Java","Technology, Art, Finance",Data Scientist,Tech,$90k–$140k,0.08
29,Other,High School,"Java, Python, Data Analysis","Art, Finance",Graphic Designer,Creative,$40k–$60k,0.03
38,Female,PhD,"Data Analysis, Communication, Python, Design",Finance,Software Engineer,Tech,$80k–$120k,0.07
47,Female,PhD,"Python, Management, Java, Data Analysis","Healthcare, Art",Data Scientist,Tech,$90k–$140k,0.08
28,Female,High School,"Communication, Data Analysis, Java, Design","Finance, Art",Graphic Designer,Creative,$40k–$60k,0.03
64,Other,Master’s,"Python, Design, Java, Data Analysis",Technology,Graphic Designer,Creative,$40k–$60k,0.03
65,Other,High School,"Design, Communication",Finance,Graphic Designer,Creative,$40k–$60k,0.03
50,Male,PhD,"Java, Design, Data Analysis",Education,Graphic Designer,Creative,$40k–$60k,0.03
33,Female,PhD,"Communication, Design",Healthcare,Software Engineer,Tech,$80k–$120k,0.07
61,Other,PhD,"Java, Design","Technology, Art, Finance",Software Engineer,Tech,$80k–$120k,0.07
54,Other,Master’s,"Python, Management","Art, Education, Technology",Software Engineer,Tech,$80k–$120k,0.07
46,Male,Master’s,"Communication, Data Analysis, Design",Technology,Data Scientist,Tech,$90k–$140k,0.08
28,Female,Master’s,"Communication, Data Analysis, Management, Java","Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
23,Other,High School,"Java, Design, Python","Technology, Education, Finance",Graphic Designer,Creative,$40k–$60k,0.03
48,Other,Master’s,"Data Analysis, Python, Communication, Java","Art, Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
35,Female,Bachelor’s,"Data Analysis, Java, Design, Management","Education, Healthcare, Technology",Software Engineer,Tech,$80k–$120k,0.07
38,Male,Master’s,"Java, Communication","Art, Technology, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
29,Male,Master’s,"Python, Data Analysis, Management, Java","Art, Education",Software Engineer,Tech,$80k–$120k,0.07
24,Other,High School,"Data Analysis, Communication, Python, Design","Education, Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
40,Other,Bachelor’s,"Java, Data Analysis, Communication, Python","Art, Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
46,Other,PhD,"Data Analysis, Java, Communication","Technology, Education, Finance",Graphic Designer,Creative,$40k–$60k,0.03
18,Other,Bachelor’s,"Java, Management",Technology,Graphic Designer,Creative,$40k–$60k,0.03
35,Other,PhD,"Data Analysis, Java, Design","Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
33,Female,High School,"Communication, Management, Design, Java","Healthcare, Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
18,Female,PhD,"Design, Communication","Technology, Finance, Art",Graphic Designer,Creative,$40k–$60k,0.03
60,Male,Bachelor’s,"Java, Design, Management",Education,Data Scientist,Tech,$90k–$140k,0.08
26,Female,PhD,"Data Analysis, Java, Design",Art,Data Scientist,Tech,$90k–$140k,0.08
49,Other,PhD,"Management, Communication",Education,Software Engineer,Tech,$80k–$120k,0.07
48,Male,PhD,"Communication, Design, Data Analysis","Healthcare, Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
24,Other,Bachelor’s,"Communication, Management, Data Analysis, Python",Education,Data Scientist,Tech,$90k–$140k,0.08
24,Other,Bachelor’s,"Management, Data Analysis","Art, Education, Technology",Data Scientist,Tech,$90k–$140k,0.08
57,Other,PhD,"Python, Java","Healthcare, Technology",Software Engineer,Tech,$80k–$120k,0.07
55,Female,PhD,"Data Analysis, Python, Management","Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
32,Female,PhD,"Java, Communication","Education, Art",Software Engineer,Tech,$80k–$120k,0.07
57,Male,Bachelor’s,"Java, Data Analysis",Technology,Graphic Designer,Creative,$40k–$60k,0.03
30,Female,Bachelor’s,"Management, Python, Communication","Healthcare, Finance, Technology",Data Scientist,Tech,$90k–$140k,0.08
48,Other,PhD,"Java, Data Analysis",Art,Data Scientist,Tech,$90k–$140k,0.08
23,Other,Master’s,"Management, Java","Art, Technology",Data Scientist,Tech,$90k–$140k,0.08
40,Other,Master’s,"Java, Data Analysis","Art, Education, Technology",Data Scientist,Tech,$90k–$140k,0.08
31,Female,Master’s,"Communication, Design, Management, Java","Finance, Healthcare, Art",Graphic Designer,Creative,$40k–$60k,0.03
58,Female,Bachelor’s,"Data Analysis, Java",Education,Data Scientist,Tech,$90k–$140k,0.08
44,Male,Master’s,"Python, Communication",Education,Data Scientist,Tech,$90k–$140k,0.08
41,Female,Master’s,"Communication, Data Analysis",Education,Graphic Designer,Creative,$40k–$60k,0.03
40,Other,PhD,"Data Analysis, Communication","Technology, Art",Data Scientist,Tech,$90k–$140k,0.08
47,Male,PhD,"Design, Python, Management",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
40,Other,PhD,"Python, Java, Design, Management",Art,Data Scientist,Tech,$90k–$140k,0.08
37,Other,High School,"Python, Java, Design, Communication","Art, Education",Data Scientist,Tech,$90k–$140k,0.08
65,Female,High School,"Python, Management",Art,Software Engineer,Tech,$80k–$120k,0.07
25,Female,Master’s,"Python, Data Analysis, Java, Management",Art,Software Engineer,Tech,$80k–$120k,0.07
29,Other,High School,"Data Analysis, Design, Communication","Technology, Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
29,Male,Bachelor’s,"Data Analysis, Management, Communication","Education, Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
36,Other,Master’s,"Management, Communication, Java, Data Analysis","Education, Finance, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
36,Other,High School,"Java, Python","Finance, Education",Graphic Designer,Creative,$40k–$60k,0.03
56,Other,Bachelor’s,"Data Analysis, Management, Python, Communication","Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
20,Male,PhD,"Data Analysis, Management, Python, Java","Finance, Healthcare, Art",Software Engineer,Tech,$80k–$120k,0.07
54,Other,Master’s,"Data Analysis, Design, Communication, Java","Education, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
43,Female,Bachelor’s,"Python, Communication, Management","Healthcare, Art",Software Engineer,Tech,$80k–$120k,0.07
34,Male,High School,"Java, Python, Design, Management","Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
18,Male,PhD,"Python, Java","Art, Finance, Technology",Software Engineer,Tech,$80k–$120k,0.07
54,Female,High School,"Management, Java, Data Analysis","Technology, Education, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
41,Other,High School,"Management, Design","Finance, Education",Software Engineer,Tech,$80k–$120k,0.07
52,Male,Bachelor’s,"Management, Design",Technology,Data Scientist,Tech,$90k–$140k,0.08
60,Other,Bachelor’s,"Data Analysis, Java","Healthcare, Finance, Art",Graphic Designer,Creative,$40k–$60k,0.03
26,Other,Bachelor’s,"Management, Data Analysis, Design","Education, Technology, Finance",Software Engineer,Tech,$80k–$120k,0.07
28,Female,High School,"Data Analysis, Java, Communication, Design","Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
53,Male,Master’s,"Data Analysis, Communication, Python, Management",Art,Data Scientist,Tech,$90k–$140k,0.08
39,Other,High School,"Management, Design, Java, Communication","Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
65,Male,Bachelor’s,"Python, Management, Java",Art,Software Engineer,Tech,$80k–$120k,0.07
21,Female,PhD,"Java, Python, Communication, Data Analysis","Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
52,Other,PhD,"Communication, Design, Data Analysis","Education, Art, Finance",Data Scientist,Tech,$90k–$140k,0.08
40,Other,High School,"Python, Java","Technology, Art",Data Scientist,Tech,$90k–$140k,0.08
20,Female,Bachelor’s,"Python, Design, Java, Management",Technology,Graphic Designer,Creative,$40k–$60k,0.03
54,Male,Master’s,"Python, Management, Communication, Data Analysis","Finance, Art",Graphic Designer,Creative,$40k–$60k,0.03
39,Other,Master’s,"Python, Java, Design","Art, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
57,Other,PhD,"Management, Data Analysis","Art, Finance, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
41,Other,Master’s,"Design, Communication","Healthcare, Finance",Software Engineer,Tech,$80k–$120k,0.07
55,Other,PhD,"Python, Data Analysis, Management",Technology,Graphic Designer,Creative,$40k–$60k,0.03
18,Female,Master’s,"Python, Design",Technology,Data Scientist,Tech,$90k–$140k,0.08
49,Other,High School,"Management, Communication, Python",Technology,Data Scientist,Tech,$90k–$140k,0.08
30,Other,Bachelor’s,"Python, Communication",Education,Data Scientist,Tech,$90k–$140k,0.08
32,Other,High School,"Data Analysis, Management, Communication",Education,Graphic Designer,Creative,$40k–$60k,0.03
41,Other,Master’s,"Management, Java, Python, Design","Healthcare, Education, Art",Graphic Designer,Creative,$40k–$60k,0.03
41,Other,Bachelor’s,"Design, Data Analysis, Communication","Education, Finance, Art",Software Engineer,Tech,$80k–$120k,0.07
24,Male,Master’s,"Communication, Data Analysis, Python, Java",Healthcare,Data Scientist,Tech,$90k–$140k,0.08
50,Male,High School,"Java, Communication, Management, Python","Healthcare, Education, Finance",Software Engineer,Tech,$80k–$120k,0.07
36,Male,PhD,"Java, Management, Data Analysis",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
50,Male,Master’s,"Management, Data Analysis, Design, Communication",Finance,Software Engineer,Tech,$80k–$120k,0.07
31,Female,PhD,"Python, Data Analysis, Java, Communication","Education, Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
29,Female,High School,"Data Analysis, Design",Finance,Graphic Designer,Creative,$40k–$60k,0.03
50,Other,PhD,"Management, Design, Java","Technology, Art, Finance",Graphic Designer,Creative,$40k–$60k,0.03
57,Other,High School,"Communication, Management, Data Analysis",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
20,Female,Master’s,"Data Analysis, Communication, Design, Java","Finance, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
56,Male,High School,"Python, Communication, Data Analysis, Management","Technology, Art, Healthcare",Software Engineer,Tech,$80k–$120k,0.07
48,Other,PhD,"Python, Design, Java, Data Analysis","Finance, Education",Graphic Designer,Creative,$40k–$60k,0.03
60,Other,PhD,"Java, Python","Technology, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
22,Male,Master’s,"Management, Java","Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
33,Male,PhD,"Data Analysis, Python, Communication, Management","Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
63,Male,Master’s,"Communication, Management, Java, Design",Art,Graphic Designer,Creative,$40k–$60k,0.03
50,Other,Bachelor’s,"Data Analysis, Management","Education, Technology",Graphic Designer,Creative,$40k–$60k,0.03
41,Male,Bachelor’s,"Management, Data Analysis","Healthcare, Technology, Finance",Software Engineer,Tech,$80k–$120k,0.07
33,Male,Bachelor’s,"Java, Management, Design","Technology, Art",Graphic Designer,Creative,$40k–$60k,0.03
43,Other,Bachelor’s,"Python, Design",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
21,Other,PhD,"Java, Communication, Management, Python","Art, Technology, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
24,Female,Bachelor’s,"Communication, Java, Management, Python","Education, Finance",Data Scientist,Tech,$90k–$140k,0.08
63,Male,High School,"Python, Design, Communication",Education,Graphic Designer,Creative,$40k–$60k,0.03
63,Other,Bachelor’s,"Communication, Design, Java, Data Analysis","Finance, Technology",Graphic Designer,Creative,$40k–$60k,0.03
58,Other,Master’s,"Management, Data Analysis","Education, Art, Technology",Data Scientist,Tech,$90k–$140k,0.08
32,Male,Master’s,"Design, Python","Technology, Art, Healthcare",Data Scientist,Tech,$90k–$140k,0.08
47,Other,PhD,"Data Analysis, Communication, Management",Education,Graphic Designer,Creative,$40k–$60k,0.03
55,Male,Master’s,"Data Analysis, Java, Communication, Management",Healthcare,Graphic Designer,Creative,$40k–$60k,0.03
57,Male,Bachelor’s,"Java, Design","Education, Technology, Art",Software Engineer,Tech,$80k–$120k,0.07
56,Male,Bachelor’s,"Communication, Design, Python, Data Analysis","Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
61,Female,PhD,"Management, Python, Communication, Data Analysis","Healthcare, Technology, Education",Graphic Designer,Creative,$40k–$60k,0.03
26,Female,Master’s,"Communication, Python","Art, Finance, Healthcare",Graphic Designer,Creative,$40k–$60k,0.03
30,Female,High School,"Management, Communication, Data Analysis","Technology, Education",Software Engineer,Tech,$80k–$120k,0.07
35,Other,High School,"Data Analysis, Python, Java, Communication",Finance,Data Scientist,Tech,$90k–$140k,0.08
20,Female,PhD,"Java, Design, Communication","Finance, Education",Graphic Designer,Creative,$40k–$60k,0.03
43,Female,PhD,"Design, Java, Communication, Management","Finance, Art",Graphic Designer,Creative,$40k–$60k,0.03
